,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
194612,   3.09,   5.97,   6.02,   3.88,   3.83,   2.48,   3.08,   6.86,   5.82,   1.88
194701,  -0.12,  10.87,   0.77,  -0.74,   5.35,   1.03,   0.37,  -5.52,  -0.45,   0.27
194702,  -0.74,   0.54,  -1.29,  -3.20,  -2.29,  -2.07,  -1.02,  -4.59,  -1.31,  -1.73
194703,  -2.66,  -2.81,  -1.91,   2.17,  -2.89,  -3.40,  -2.58,  -1.56,  -3.04,  -3.92
194704,  -7.07,  -4.09,  -5.90,  -0.60,  -5.29,  -0.22,  -8.26,  -8.83,  -4.22,  -6.36
194705,  -0.96,  -3.27,  -2.77,   1.30,  -0.54,  -1.12,  -0.85,  -3.19,  -3.00,  -2.76
194706,   6.03,   5.76,   5.30,   7.58,   3.20,  -4.46,   9.44,   3.87,   3.74,   2.51
194707,   4.30,   5.17,   3.69,   3.67,   6.24,   0.81,   4.36,   2.34,   2.01,   5.84
194708,  -1.91,  -1.81,  -1.64,  -2.81,  -4.42,   0.34,  -4.10,  -4.30,  -0.14,  -3.64
194709,  -0.12,   0.04,   0.20,  -2.88,   0.41,  -0.49,  -3.22,  -2.91,  -1.70,  -1.52
194710,   0.97,   2.88,   3.07,   5.11,   1.66,   0.21,   2.83,   0.96,  -0.38,   0.78
194711,  -2.51,  -3.86,  -2.26,  -1.90,  -0.98,  -2.60,  -3.47,  -3.66,  -8.10,  -3.00
194712,  -0.01,   1.86,   1.76,   8.83,   1.45,  -0.95,  -0.48,   2.67,   0.76,   2.92
194801,  -3.11,  -5.36,  -4.19,  -7.54,  -5.57,   0.10,  -3.56,  -8.56,  -0.63,  -1.10
194802,  -6.66,  -6.57,  -6.04,  -3.57,  -4.20,  -1.09,  -4.53,  -4.07,  -3.89,  -4.56
194803,   4.71,   6.98,   9.17,   9.65,  10.35,   0.48,   6.19,   5.94,   6.01,   9.10
194804,   0.96,   1.13,   2.37,  10.78,  -0.67,   2.65,   4.73,   1.89,   1.12,   3.18
194805,   4.51,  13.24,   7.19,   5.51,  12.51,   2.46,   8.13,   6.27,   5.26,   6.02
194806,  -2.49,   0.14,  -1.48,   3.14,  -2.10,  -0.96,  -1.70,  -2.52,   2.08,  -1.41
194807,  -2.06,  -4.39,  -5.13,  -7.28,  -6.65,  -1.65,  -7.93,  -4.49,  -4.60,  -5.12
194808,  -0.57,  -0.26,  -0.38,  -2.73,   2.81,   0.03,   1.92,  -2.42,  -0.31,   1.03
194809,  -4.57,  -4.14,  -3.22,  -4.66,  -3.95,  -1.67,  -1.37,  -3.44,  -1.36,  -4.07
194810,   3.12,   7.91,   6.54,   8.75,   6.77,   1.11,   3.91,   4.92,   3.54,   4.59
194811,  -7.06, -14.13, -11.55, -12.95,  -9.62,  -2.08,  -7.16,  -6.71,  -9.53, -11.40
194812,   0.01,   2.84,   3.17,   4.12,   5.02,  -0.39,   0.72,   3.99,   2.17,   1.58
194901,   3.15,   2.42,   0.17,  -3.97,  -1.39,  -1.26,   0.87,   4.31,   4.31,   0.09
194902,  -2.57,  -5.42,  -4.35,  -4.89,  -4.43,  -0.31,  -3.12,  -1.49,   0.28,  -3.81
194903,   2.54,   3.13,   3.07,   5.70,   4.96,  -0.15,   3.95,   5.12,   3.09,   3.84
194904,  -2.03,  -4.26,  -3.68,   0.63,  -3.79,  -1.64,  -1.96,   0.00,   0.85,  -1.63
194905,  -1.01,  -4.72,  -4.16,  -6.19,  -5.54,  -2.19,  -0.42,  -2.41,  -1.05,  -3.43
194906,   0.52,   1.05,  -0.44,  -1.68,  -0.84,  -0.46,   2.40,   1.73,  -1.54,  -2.21
194907,   4.57,   9.42,   5.81,   6.11,   6.88,   2.41,   4.90,   5.76,   4.42,   4.03
194908,   3.42,   0.51,   1.18,   4.59,   0.31,   0.95,   0.79,  -0.33,   3.20,   0.79
194909,   2.27,   2.35,   3.50,   2.97,   3.00,  -0.32,   1.94,   1.49,   3.46,   2.76
194910,   1.10,   7.31,   4.18,   3.61,   3.69,   1.88,   0.49,   3.15,   0.92,   2.19
194911,   0.96,   0.16,   1.63,  -4.48,   3.43,   1.65,   1.10,   3.86,   2.74,   0.33
194912,   4.54,   7.72,   5.74,   0.57,   7.67,   0.09,   4.00,   8.33,   2.76,   6.37
195001,   0.92,   1.83,   1.84,  -0.76,   4.50,   1.86,   0.18,   0.87,   3.26,   2.99
195002,   0.01,   1.75,   1.21,  -1.54,   3.11,   0.64,   1.59,   1.44,   2.11,   0.50
195003,  -1.12,   1.68,   0.33,   4.63,   1.71,   3.10,  -0.55,  -3.21,  -0.13,  -1.41
195004,  -0.21,  10.53,   7.25,   3.06,   4.61,   2.37,  -0.63,   5.32,   0.58,   1.37
195005,   1.57,   4.91,   5.13,   7.78,  -0.05,   1.95,   2.58,   3.46,   1.35,   0.60
195006,  -6.15,  -4.23,  -6.95,  -4.75,  -8.68,  -5.64,  -4.78,  -4.49,  -8.21,  -7.46
195007,   0.08,  -2.74,   2.02,   8.71,  -2.94,  -1.33,  -1.16,  -7.17,  -5.55,   7.26
195008,   3.32,   5.61,   5.16,   3.21,   4.80,   2.53,   3.65,   3.16,   2.81,   1.65
195009,   4.24,   8.13,   4.13,   3.40,   4.35,  -1.90,   8.07,   5.82,   3.90,   5.95
195010,  -0.81,   0.58,   0.32,   0.20,  -1.54,   0.21,   0.66,  -2.05,  -1.14,  -1.80
195011,  -0.90,  -6.60,   3.80,   3.30,   1.42,  -0.26,  -0.08,   3.66,  -1.73,   2.69
195012,   2.27,   1.08,   6.01,   8.47,   2.73,   0.35,   1.92,   5.61,   3.06,  10.06
195101,   4.18,   9.20,   5.94,   6.08,   7.68,   1.88,   3.38,   2.89,   4.60,   6.25
195102,   0.44,   1.00,   0.59,   0.18,   0.62,   4.09,   2.44,   1.09,   2.57,  -0.91
195103,  -3.34,   0.99,  -3.42,  -2.50,  -1.70,  -2.50,  -2.44,   1.39,  -1.96,  -3.68
195104,   0.60,   3.41,   6.70,  10.76,   3.00,   0.85,   0.13,  10.21,  -0.17,   3.60
195105,  -1.87,  -7.00,  -2.90,  -4.04,  -3.10,  -0.44,  -1.87,   1.24,  -0.49,  -3.96
195106,  -4.06,  -6.99,  -4.14,   0.98,  -2.38,  -1.62,  -3.02,   0.54,  -1.09,  -5.65
195107,   2.85,   3.09,   8.31,  11.32,   5.65,   2.80,   2.62,  14.19,   4.97,   7.22
195108,   2.85,   5.11,   4.07,   4.54,   5.47,   2.63,   1.97,  -1.73,   1.55,   2.83
195109,  -0.99,   2.52,  -0.10,  -0.86,   2.72,  -1.43,   3.08,  -2.04,   0.84,   3.16
195110,  -3.41,  -2.10,  -4.33,   0.99,  -6.49,  -1.08,  -3.32,  -6.16,   0.27,  -3.82
195111,  -0.98,   0.26,  -0.64,  -2.13,   2.09,   0.30,   0.43,  -1.04,   1.17,   1.12
195112,   1.39,   2.27,   4.04,   4.59,   4.08,  -0.41,  -0.75,   4.77,   2.75,   1.38
195201,   0.30,  -1.18,  -0.44,   6.52,  -1.67,   0.18,  -0.83,   0.48,   2.60,   3.17
195202,  -2.74,  -1.25,  -4.58,  -4.31,  -3.65,  -0.64,  -4.41,  -4.61,   0.26,  -2.13
195203,   1.15,   8.16,   2.67,   8.62,   4.46,  -0.18,   2.13,   0.13,   1.75,   5.09
195204,  -3.52,  -3.03,  -6.84,  -7.72,  -3.51,  -0.75,  -2.14,  -5.68,  -2.21,  -3.54
195205,   1.45,   2.39,   3.53,   2.51,   2.59,   1.01,   2.01,   2.10,   2.55,   2.18
195206,   2.39,   5.08,   3.99,   5.36,   5.14,   0.62,   2.67,  -1.28,   0.55,   3.54
195207,   0.39,   2.49,   2.05,  -1.10,   1.27,   0.25,   1.74,  -4.56,   1.65,   0.98
195208,   0.28,   0.56,  -2.38,  -3.69,  -0.40,   0.87,  -0.95,  -1.01,   1.42,  -0.66
195209,  -3.38,  -0.89,  -2.44,  -4.38,   0.36,  -1.77,  -1.07,  -4.58,  -0.23,  -1.84
195210,  -1.09,   1.12,  -1.69,   0.27,  -1.19,   0.92,  -1.31,  -1.54,  -0.06,  -1.90
195211,   5.15,   5.00,   7.56,   0.88,   8.77,   3.90,   3.48,   6.63,   4.66,   6.38
195212,   0.91,   6.87,   2.24,   4.46,   2.34,  -0.36,   0.62,  -2.32,   1.50,   3.14
195301,   1.99,  -0.37,   0.59,  -3.05,  -2.31,   1.03,   0.60,  -5.33,   0.60,   0.85
195302,   1.04,  -2.55,  -1.77,  -0.69,   0.19,  -0.45,  -0.77,   1.62,   0.08,  -0.87
195303,  -2.23,  -4.48,  -1.92,  -0.63,  -1.38,  -1.82,  -0.85,  -0.65,  -0.33,  -1.94
195304,  -0.31,  -1.99,  -2.86,  -5.21,  -0.50,  -1.04,  -1.08,  -5.40,  -3.27,  -3.41
195305,  -0.41,  -1.49,  -0.48,   0.74,   0.83,   0.35,   1.00,  -0.53,  -0.61,   0.78
195306,  -1.26,  -3.43,  -2.68,  -0.16,  -2.66,  -0.93,  -2.54,  -3.82,  -3.46,  -2.57
195307,   2.51,   0.68,   2.40,   3.89,   2.30,   0.94,   1.77,   3.56,   3.05,   1.24
195308,  -4.14,  -7.87,  -5.58,  -7.54,  -4.72,  -0.86,  -2.94,  -0.41,  -0.78,  -7.38
195309,  -0.31,  -0.93,   0.79,  -2.01,   2.67,   0.32,  -0.27,   0.05,   1.08,  -1.44
195310,   0.52,   7.71,   5.84,   5.53,   7.13,   1.39,   0.67,   2.45,   4.11,   3.47
195311,  -0.53,  -1.16,   3.02,   0.60,   4.28,   2.23,   2.28,   7.22,   2.51,   1.82
195312,  -1.15,  -1.34,   0.16,   0.32,  -0.23,  -0.89,   0.52,  -1.92,   0.19,  -3.10
195401,   4.04,   5.28,   4.41,   8.59,   6.84,   1.89,   3.08,   5.58,   2.97,   6.43
195402,  -1.14,   0.20,   0.16,   1.79,   4.77,   2.57,  -0.29,  -0.67,   1.22,   0.89
195403,   0.91,   3.41,   4.55,   4.20,   8.16,   0.35,   0.07,  -0.04,   2.40,   1.27
195404,   0.80,   4.07,   5.55,   6.11,   9.03,   1.96,   1.35,   1.00,   0.93,   2.71
195405,   1.72,   3.10,   3.82,   2.05,  -0.63,   1.22,   2.20,   1.19,   2.23,   3.75
195406,   0.11,   1.12,   3.35,  -5.94,   9.09,  -0.78,   2.20,  -2.90,   0.70,   1.03
195407,   6.20,   9.84,   5.07,   4.19,  -0.54,   4.36,   4.04,   8.14,   5.11,   6.66
195408,  -3.33,  -4.54,  -4.43,  -0.53,  -4.94,  -1.56,  -0.85,  -3.03,  -2.14,  -2.83
195409,   3.39,  14.43,   6.35,   9.93,   5.90,   1.33,   4.60,   2.49,   1.57,   3.94
195410,  -2.32,  -0.77,  -1.24,  -2.10,  -2.01,  -0.85,  -2.68,  -1.80,  -4.14,   0.24
195411,   5.28,   2.47,  12.55,   7.06,  12.77,   3.40,   7.49,  11.73,   5.19,  10.26
195412,   3.83,   7.20,   6.29,   6.40,   2.52,   0.33,   1.61,   5.79,   3.17,   8.79
195501,   0.22,   0.54,  -0.19,   0.37,   3.49,   0.80,   1.58,  -3.03,   1.17,   0.74
195502,   0.84,  -2.02,   3.56,   1.64,   4.24,   3.97,   0.74,   2.41,   3.32,   3.23
195503,  -1.28,  -0.01,   0.12,  -0.32,  -1.61,  -1.38,  -1.72,   5.80,  -1.18,   0.52
195504,   3.98,   5.67,   4.22,   0.54,   5.36,   1.97,   1.68,  -0.13,   2.19,   3.32
195505,  -0.86,  -2.09,   2.44,  -1.42,  -0.16,   1.25,   2.43,   2.76,  -0.58,   1.11
195506,   2.09,  10.05,   9.40,  11.14,   2.29,  -0.46,   4.19,  -0.16,   1.27,   1.98
195507,   1.95,  19.60,  -1.27,   2.73,  -2.74,   2.61,   1.90,  -0.01,   3.41,  -1.52
195508,  -1.23,  -5.30,   2.42,  -1.82,   0.62,  -2.60,   1.06,  -0.28,  -0.34,   0.04
195509,  -2.01,   9.22,  -0.91,  -0.44,  -4.67,   0.01,   3.21,  -3.42,  -3.03,  -3.06
195510,  -0.96,  -4.98,  -3.15,  -1.08,  -5.18,  -1.15,  -2.63,   0.67,  -1.29,  -2.72
195511,   2.76,   7.24,   7.01,   7.53,   9.75,   1.57,   5.50,   5.45,   2.91,   7.20
195512,   0.70,  -4.12,   2.66,   3.66,   4.26,  -0.32,  -1.25,   5.93,  -0.50,  -1.12
195601,  -1.65,  -6.74,  -4.69,   0.36,  -5.21,   1.87,  -4.58,  -6.68,  -0.63,  -2.92
195602,   0.40,   4.48,   4.32,   3.88,   6.02,   0.15,   2.24,   7.77,   1.44,   2.77
195603,   1.29,   3.70,   7.53,  11.38,   9.97,   0.24,   0.15,   7.02,   3.42,   5.36
195604,   0.76,  -5.17,   0.91,   3.60,   0.09,  -0.88,  -1.97,   2.61,  -2.48,   0.74
195605,  -3.85,  -5.52,  -6.73,  -6.99,  -5.52,  -1.11,  -5.15,  -1.64,  -1.18,  -6.01
195606,   0.26,   6.98,   4.45,   2.70,   6.65,   0.10,   1.91,   3.27,   1.94,   1.21
195607,   1.83,   4.33,   5.92,   5.84,   5.28,   2.65,   4.41,   2.95,   4.94,   2.29
195608,  -2.00,  -0.19,  -3.51,  -5.82,  -3.79,  -1.55,  -3.20,  -3.50,  -2.91,  -4.14
195609,  -3.74,  -1.24,  -6.23,  -5.82,  -7.27,  -3.89,  -4.68,  -3.91,  -4.20,  -4.79
195610,   0.27,  -1.05,   0.90,   0.30,   3.25,  -1.40,   1.16,   0.43,   0.71,   0.87
195611,  -1.24,  -4.46,  -1.49,   4.51,   0.41,   1.44,  -2.77,  -2.13,  -0.06,  -0.66
195612,   0.75,   0.98,   4.62,   4.10,   3.90,   1.31,  -0.95,   5.54,   1.43,   1.36
195701,   1.64,  -6.25,  -6.01,  -4.27,  -5.64,   2.90,  -1.43,  -2.37,   2.27,  -0.81
195702,  -2.18,  -3.00,  -3.31,  -2.88,  -0.80,   0.31,  -1.63,  -0.79,  -0.75,  -3.13
195703,   1.15,   0.50,   1.80,   3.11,   4.19,   0.28,   1.73,   7.95,   1.30,   1.82
195704,   1.22,   7.91,   3.52,   6.81,   8.39,   0.44,   0.00,   5.27,   2.90,   3.00
195705,   0.74,  -0.03,   2.61,   7.02,   5.55,   0.98,   1.88,   4.28,   1.76,   0.71
195706,  -1.12,   0.03,   0.14,  -1.79,   4.87,  -3.27,  -2.20,   6.20,  -5.46,  -1.53
195707,   0.79,   3.60,   0.26,   0.85,   1.07,  -0.24,   2.70,   2.47,  -0.33,   0.94
195708,  -2.60,  -4.10,  -6.75,  -6.25,  -7.28,  -0.30,  -3.34,  -3.44,  -3.03,  -6.13
195709,  -1.63,  -7.15,  -7.09,  -8.03,  -6.73,  -3.33,   0.08,  -3.19,  -2.17,  -7.03
195710,  -2.34,  -3.99,  -4.92,  -6.00,  -1.77,  -2.10,  -4.11,  -0.87,  -1.03,  -7.10
195711,   2.53,  -6.51,   2.58,   1.61,   6.24,   1.40,   0.91,   7.81,   3.83,  -0.39
195712,  -0.12,  -7.98,  -4.87,  -7.05,  -3.78,  -0.02,  -2.26,  -1.08,   2.14,  -5.14
195801,   7.33,   4.91,   5.28,   1.45,   4.02,   4.26,   7.29,  -0.47,   5.91,  10.78
195802,   1.34,  -2.75,  -2.70,  -5.34,  -1.89,   0.63,   0.74,   4.50,   0.85,  -2.41
195803,   3.66,   2.88,   1.31,   7.85,   2.22,  -0.11,   3.78,   7.95,   1.55,   2.02
195804,   3.44,   4.92,   1.22,   5.04,  -0.12,   2.70,   2.73,   6.38,   4.75,   4.31
195805,   2.14,   3.58,   2.88,  -0.36,   1.31,   2.03,   3.09,   1.10,   1.03,   3.21
195806,   2.20,   2.56,   2.14,   4.89,   3.17,   0.49,   1.86,   3.28,   1.79,   2.44
195807,   1.55,   9.93,   8.27,   0.53,   3.73,   0.90,   1.64,   5.83,   0.82,   5.09
195808,   2.42,  -1.00,   1.98,   1.32,   1.91,   2.33,   5.18,   1.65,  -1.43,   2.52
195809,   3.84,   9.99,   4.31,   3.22,   5.78,   3.91,   3.75,  11.55,   3.08,   4.02
195810,   2.37,   2.24,   2.89,   1.15,   4.48,   1.46,   0.99,   0.96,   4.03,   3.54
195811,   3.48,   0.83,   2.42,   1.27,   4.19,   1.93,   5.28,   7.45,   2.51,   4.15
195812,   2.28,   2.69,   5.02,   1.20,  12.69,  12.36,   5.36,   4.25,   5.60,   2.63
195901,   3.69,  -1.12,   0.72,   0.40,  -2.23,   3.91,   3.28,  -0.65,   0.99,   1.97
195902,   2.49,  -2.84,   3.14,  -8.01,   5.03,   4.82,   2.27,   3.53,   0.90,   1.30
195903,  -0.07,  -1.25,  -0.42,   2.08,   2.04,  -1.33,  -1.89,   4.14,   1.28,  -1.04
195904,   2.89,   9.35,   4.05,   1.63,   8.43,   4.63,   1.34,  11.80,  -1.37,   1.84
195905,   0.87,   4.29,   3.62,  -1.62,   4.73,  -1.10,   2.30,  -1.33,  -1.45,   0.18
195906,   1.34,   0.12,   1.10,  -2.78,  -1.27,  -1.95,   2.03,   6.36,  -2.58,   1.12
195907,   3.60,   8.39,   3.62,   4.84,   0.44,   0.60,   1.90,   4.67,   3.56,   0.12
195908,  -0.84,   1.62,  -2.29,  -3.78,  -2.63,   0.55,   0.43,  -3.80,   0.99,  -2.68
195909,  -3.50,  -4.48,  -5.12,  -6.96,  -4.47,  -1.90,  -2.32,  -5.10,  -4.71,  -4.45
195910,   3.65,  -1.29,   1.32,   1.01,   4.98,   1.30,   0.65,   2.25,   0.61,   0.12
195911,   0.65,  -0.98,   1.65,  -1.27,   9.04,  -1.30,   1.78,   5.20,  -0.01,  -1.09
195912,   0.91,   5.05,   1.97,   4.16,   3.11,   3.35,   2.53,  -1.98,   1.80,   1.63
196001,  -3.46, -11.20,  -8.48,  -7.61,  -9.82,   0.94,  -5.98,  -6.41,  -2.35,  -4.63
196002,   2.44,  -3.09,   0.00,  -4.21,   5.20,   8.18,   3.81,   0.03,   2.42,  -0.48
196003,  -1.78,  -4.46,  -3.74,  -0.88,   1.35,  -0.60,  -0.05,   1.38,   1.35,  -2.70
196004,   1.42,  -1.59,  -3.64,  -4.37,   0.51,  -1.05,  -0.52,   1.61,   1.10,  -1.26
196005,   6.01,  -1.69,   3.35,  -4.36,   9.41,   3.26,   2.75,  13.44,   1.10,  -0.36
196006,   4.01,   0.72,   1.49,   3.44,   1.20,  -1.19,   3.65,  -0.32,   5.44,   2.51
196007,  -1.06,  -0.68,  -4.24,   0.60,  -4.21,   0.10,  -3.18,  -3.94,  -1.33,  -1.59
196008,   4.04,   2.48,   1.13,   3.14,   0.97,   7.04,   2.68,   2.21,   4.00,   2.48
196009,  -3.69,  -5.74,  -7.19,  -1.02,  -8.91,  -6.69,  -8.53,  -8.85,  -4.76,  -5.99
196010,   1.54,  -1.45,  -1.08,   2.23,  -3.26,   0.14,   0.00,  -3.58,  -0.58,  -0.98
196011,   8.11,  -1.67,   4.13,   2.44,   6.76,   4.12,   6.38,   3.60,   3.27,   6.01
196012,   4.30,  -0.52,   3.80,   5.29,   2.82,  11.65,   2.14,   6.07,   6.08,   3.76
196101,   5.30,   8.24,   6.55,   9.58,   2.86,   7.89,   2.58,   6.00,   4.69,   7.66
196102,   6.24,   3.00,   4.54,   0.07,   2.60,   0.70,   4.60,   4.96,   3.29,   5.19
196103,   4.61,   3.37,   1.44,   1.37,   2.53,   6.77,   5.69,   3.67,   1.74,   3.27
196104,  -1.43,  -1.78,  -1.41,   4.72,   0.47,   0.80,   0.40,  -0.37,   1.61,   0.47
196105,   3.30,   0.36,   4.09,  -0.63,   2.70,  -1.09,   3.76,   2.05,   2.05,   3.67
196106,  -1.61,  -1.56,  -3.12,  -4.04,  -3.54,  -4.67,   0.43,  -3.51,  -2.12,  -3.98
196107,   2.77,   6.12,   2.41,   2.25,   1.78,   6.43,   2.23,   3.43,   2.67,   1.16
196108,   4.75,   0.42,   1.95,  -0.65,   4.32,  -0.42,   2.93,   3.62,   3.44,   4.75
196109,  -0.14,   4.63,  -4.59,  -6.44,   0.04,  -2.81,   0.30,  -1.33,   1.19,  -2.03
196110,   3.27,   0.47,  -0.33,   6.32,   3.36,   0.20,   8.87,   3.57,   5.06,   2.17
196111,   5.08,   8.16,   2.34,   4.75,   2.75,   7.87,   4.69,   2.80,   3.11,   3.32
196112,  -3.33,   2.83,   0.04,   3.80,  -0.86,   3.23,  -0.47,  -2.09,  -4.42,  -2.17
196201,  -6.25,  -0.27,  -3.67,  -0.22,  -4.97,  -6.07,  -8.86,  -4.90,  -2.83,  -1.54
196202,  -0.09,  -2.20,   0.93,   4.83,  -0.18,   3.48,   1.33,   3.53,   2.32,   1.28
196203,  -1.29,   0.36,  -0.59,  -1.70,   0.03,  -3.03,   0.80,   0.30,   1.74,  -2.06
196204,  -6.85,  -5.24,  -8.03,  -3.65, -11.06,  -4.68,  -4.59, -11.40,  -2.99,  -7.19
196205, -11.69,  -5.24,  -8.77,  -5.82, -11.36,  -7.79,  -9.45, -11.05, -10.81,  -8.30
196206,  -9.07,  -6.10,  -9.72,  -4.88, -11.80,  -8.63, -10.38, -13.04,  -5.38,  -9.42
196207,   5.11,   7.92,   5.13,   4.74,  11.29,   7.23,   4.10,   7.66,   7.16,   5.57
196208,   0.44,   2.99,   1.70,   1.05,   3.16,   0.88,   3.92,  -8.22,   2.80,   3.36
196209,  -5.88,  -2.24,  -5.96,  -1.80,  -9.07,  -6.19,  -6.75,  -4.24,  -3.07,  -6.01
196210,  -3.41,   2.35,   1.31,  -0.65,  -0.15,   2.77,  -1.62,   2.33,  -1.39,   0.37
196211,  11.48,   4.57,  12.47,   9.96,  14.29,   6.43,  10.62,  17.09,   7.21,  14.17
196212,   1.22,   3.49,  -1.25,   4.64,  -0.42,   0.95,  -0.09,   0.68,   3.22,   1.03
196301,   5.83,   7.50,   5.69,   2.42,   5.63,   4.13,   3.77,   5.55,   5.00,   5.10
196302,  -3.48,  -3.58,  -3.07,  -1.90,  -5.27,  -1.74,  -1.01,  -2.87,  -1.79,  -0.88
196303,   2.32,   7.05,   2.70,   6.91,   2.53,   1.81,   1.84,   1.05,   1.57,   2.71
196304,   2.28,   5.56,   4.58,   6.00,   6.41,   3.73,   5.30,   7.48,   2.13,   5.80
196305,   1.44,   6.86,   1.57,  -0.87,   3.99,  -1.35,   2.26,  -0.52,   0.71,   3.15
196306,  -1.63,  -3.27,  -2.72,   1.19,  -5.12,  -1.98,  -1.49,  -1.24,  -1.34,  -1.60
196307,  -0.61,  -0.14,  -1.51,   2.12,  -0.70,  -0.25,  -1.25,   0.47,   0.52,  -1.71
196308,   4.47,   6.08,   5.69,   3.30,   4.88,   3.63,   6.11,   9.21,   3.88,   5.06
196309,  -1.94,  -0.39,  -0.94,  -3.66,   0.06,   2.24,   0.82,  -4.18,  -2.71,  -3.40
196310,   2.54,  10.65,   2.42,  -0.59,   8.28,   3.42,   0.32,   3.29,  -0.96,   1.23
196311,  -1.58,  -6.54,  -0.28,  -1.94,  -0.53,   3.57,  -1.70,  -2.07,  -1.35,  -0.32
196312,   2.56,   0.42,   1.71,   4.63,   2.92,  -0.23,   0.21,   1.36,   2.16,   2.32
196401,   0.68,   1.15,   2.61,   4.74,   2.91,   3.32,   2.24,   3.65,   1.16,   1.06
196402,   1.44,   1.10,   2.30,   0.42,   1.72,  -0.87,   1.31,   1.32,   0.53,   4.94
196403,   2.83,   0.92,   3.49,   1.34,   3.29,  -1.05,   2.32,  -2.08,  -0.99,   2.13
196404,  -0.57,   1.73,  -1.81,   3.97,  -3.65,   0.83,   2.69,  -1.50,   0.81,   0.19
196405,   1.17,   0.69,   1.32,   1.49,   2.48,  -0.98,   3.61,   0.20,   0.50,   1.97
196406,   1.36,   0.61,   0.70,   0.62,   0.42,   4.54,   3.73,   0.43,   1.95,   1.11
196407,   1.65,   5.57,   1.24,   3.23,  -1.83,  -2.01,   1.03,   4.68,   4.68,   1.12
196408,  -0.61,   0.91,  -1.69,  -2.49,  -3.02,  -2.15,   0.06,  -4.55,  -0.34,  -3.45
196409,   1.43,   4.49,   4.60,   3.02,   1.05,  -1.18,   3.37,   2.62,   1.62,   3.68
196410,  -0.29,  -0.01,   0.32,   2.91,  -1.01,  -0.89,   2.14,   2.79,   0.73,   1.56
196411,   0.24,  -2.31,  -1.11,   1.84,  -0.50,  -2.83,   2.84,   1.73,   1.04,  -2.03
196412,   0.00,   1.73,  -0.89,  -0.29,  -0.16,   2.96,   0.07,   4.17,   0.24,  -2.06
196501,   5.97,   3.76,   5.31,   0.42,   7.44,   0.25,   2.84,   7.58,   3.74,   4.60
196502,   1.23,  -1.04,   2.14,  -3.98,   1.92,   0.17,   1.13,   2.11,   0.14,   2.26
196503,  -1.04,   1.14,  -1.35,  -3.08,  -0.58,  -1.82,  -0.95,  -1.04,  -0.79,  -0.64
196504,   4.10,   6.71,   3.97,   0.79,   5.12,   2.33,   6.66,   2.88,   0.44,   2.18
196505,  -1.15,  -4.12,  -0.94,   0.18,   0.20,   2.13,  -0.08,  -1.56,  -1.29,  -1.86
196506,  -5.38,  -6.94,  -6.44,  -2.03,  -5.80,  -4.30,  -6.34,  -5.45,  -3.92,  -7.23
196507,   1.47,   2.28,   1.99,   1.72,   3.57,  -0.37,  -1.58,   3.86,   0.83,   3.21
196508,   3.67,   2.84,   3.04,   0.85,   5.59,   0.70,   2.00,   5.96,   0.57,   4.73
196509,   0.23,   6.96,   3.67,   4.31,   5.16,   0.95,  -0.80,   2.16,   1.13,   1.53
196510,   2.49,   6.08,   4.28,   1.71,   5.19,  -2.27,   0.13,   3.14,   0.82,   3.97
196511,   0.64,  -4.97,   0.84,  -0.10,   2.49,  -5.01,   0.96,   3.31,  -1.37,   3.68
196512,   1.04,   1.31,   3.09,   0.16,  -1.63,  -1.01,   1.20,   3.80,  -0.56,   3.02
196601,   1.83,   0.56,   2.85,   0.98,   1.33,  -1.30,  -4.57,   2.61,  -3.24,   5.09
196602,  -0.85,  -2.03,  -1.12,  -4.14,   4.77,  -0.25,  -2.13,  -1.84,  -4.54,   1.76
196603,  -2.93,  -3.12,  -1.97,  -2.30,  -0.99,  -5.03,  -2.23,  -1.71,  -0.47,  -2.79
196604,   0.25,   0.09,   2.76,   3.05,   7.60,   1.27,   2.91,  -0.10,   0.92,   2.90
196605,  -5.28,  -9.21,  -6.09,  -4.48,  -6.30,  -3.81,  -3.29,  -5.58,  -3.13,  -8.13
196606,  -2.08,  -2.13,  -1.13,  -2.35,  -0.21,   0.34,  -2.51,   0.88,  -2.09,   0.43
196607,  -1.29,  -2.66,  -1.68,   0.32,  -1.73,  -1.16,  -2.18,  -1.78,  -0.45,  -2.07
196608,  -7.62,  -8.24,  -8.33,  -7.19,  -6.18,  -5.42,  -6.76,  -8.48,  -9.02, -12.29
196609,  -1.79,  -1.15,  -3.77,   3.91,  -2.01,  -0.76,  -2.13,  -1.22,   4.03,  -2.12
196610,   4.39,   0.29,   2.42,   8.38,   0.25,   9.17,  -1.58,   4.79,   9.66,   2.81
196611,   1.75,  -4.58,   2.10,  -2.08,  10.58,  -3.64,   0.15,   6.33,  -1.83,   7.46
196612,  -0.03,  -2.84,   1.19,  -0.68,   0.36,   2.77,  -4.32,  -0.20,   1.77,   1.92
196701,   9.28,  11.69,  11.08,   3.31,  10.21,   6.24,  11.46,   6.33,   2.57,  11.83
196702,   1.58,  -1.78,   0.80,  -0.69,   5.93,   1.36,   2.88,   1.02,  -2.11,  -0.68
196703,   4.18,   3.65,   5.60,   3.54,   5.40,   2.79,   2.21,   7.78,   1.21,   4.20
196704,   4.50,  10.97,   3.65,   1.64,   7.85,   0.19,   9.06,   4.39,   1.62,   2.02
