,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
193307,  -8.33, -14.97,  -2.13,  -7.38, -22.84,  -9.81,  -4.35, -19.17,  -9.35, -15.71, -15.02, -10.18, -20.11, -11.36,  -6.84, -16.78,  -8.88, -24.33, -11.66, -13.71,  -4.37,  -1.08, -10.42,  -6.39,  -4.48, -13.77, -13.48, -16.33, -12.38,  -2.87
193308,   8.72,  33.20,   9.50,  29.31,  22.17,  11.22,   5.75,  -1.62,  21.03,  10.79,  14.49,  11.54,  19.58,  13.47,  19.18,  23.93,  17.00,  16.81,  18.99,  -1.93,   4.53,  -1.80,  11.38,  10.69,  15.48,  12.52,   6.56,   8.03,   9.20,  21.99
193309,  -9.55,  -5.80,  -4.37,  -8.29, -26.63, -12.17, -12.88,  -1.71,  -7.94, -10.50, -14.85,  -8.99, -15.93, -19.59, -15.15, -14.67,   5.23, -20.53,  -2.24, -20.08,  -5.29,  -3.08, -12.01,  -4.32, -20.42, -21.77,  -8.80, -12.55, -17.20, -11.96
193310,  -8.37,  -6.53, -11.64, -12.74,  -6.74,  -7.18,  -3.70,  -6.09,  -5.12,  -9.88,  -6.86, -12.61,  -5.41, -10.89, -10.31, -14.05,  -4.78, -17.87,  -4.58,  -7.66,  -7.19,  68.34,  -7.02,  -3.48, -12.67,  -7.56,  -7.71, -16.76, -13.10,  -7.69
193311,   5.80,  -7.19,   3.73,   4.76,  -0.26,   7.46,   9.56,   7.95,  14.67,   2.98,  10.24,  10.94,  13.16,  12.05,  24.20,  12.48,  -0.41,   8.04,  13.98,  -3.56,   5.63,  -0.13,  14.62,  10.64,   6.03,   7.39,  14.16,   6.13,   6.55,   6.08
193312,  -3.93,  -1.49,  -5.85,  -4.52,   2.86,  -4.37,  -2.76, -12.05,   6.63,   6.19,   3.33,   4.89,   1.99,   0.16,   9.57,   7.80,  -1.78,  -3.87,  -1.25,   0.85,  -5.60,  -1.51,   2.99,   3.02,   6.64,  -8.14,   4.49,  -1.33,   2.64,   7.74
193401,   9.78,  15.35,   6.41,  16.59,  26.22,   9.64,  16.29,  16.70,   4.49,  22.55,  16.43,  12.79,  18.56,  17.33,  12.98,  24.18,   2.02,  25.97,   8.31,  20.35,   5.96,   4.62,  13.29,   3.42,  20.71,  26.07,  16.62,  30.18,  23.41,  13.22
193402,  -6.67, -12.45,  -4.04,   9.22,   1.03,   0.36,  -3.54,  -4.90,  -2.97,   1.10,  -6.71,  -1.99,  -4.33,  -8.19,  -2.97,  -9.11,   2.40,  -0.03,  -3.85,  -2.67,   2.12,  -0.45,  -2.09,   2.16,  -3.73,   5.37,   2.50,   5.57,  -1.83,   4.61
193403,   1.29,   2.84,  -1.35,   4.62,   5.77,  -6.15,  -2.86,  -0.96,  -1.13,   0.39,  -1.76,  -1.26,  -0.55,   5.99,  -0.37,   0.40,   4.41,  -6.95,  -1.47,  -2.02,  -0.54,   1.38,  -4.52,  -1.55,  -0.17,   2.32,   2.00,   6.56,   0.27,  -1.61
193404,   3.00,  -1.15,   4.10,  -3.57,  10.06,  -0.86,  -1.57,   7.93,  -3.37,  -2.46,  -1.44,  -4.80,  -4.16,  -4.41,  -6.61,  -2.79,  -3.11,  -1.82,  -2.08,  -3.90,  -1.25,   0.71,   2.66,   2.23,  -1.52,   1.91,  -1.55,  -5.99,  -1.01,  -1.14
193405,  -4.42, -17.58,   0.69,  -2.73,  -7.69,  -6.13,  -5.28,  -1.66,  -7.59, -12.09, -10.80, -12.59, -13.50,  -8.12, -13.70, -12.60,   0.69,  -9.06,  -5.06,  -8.65,  -4.30,  -1.44,  -3.36,  -7.68,  -9.13,  -9.37,  -7.84, -13.72,  -8.33,  -9.20
193406,   2.75,  -2.82,   4.38, -13.83,   0.04,   6.25,   1.21,   1.73,   4.30,   1.57,   4.84,   6.04,   2.27,   0.90,  -2.90,  -3.72,   2.65,   3.11,   1.14,   4.01,  -0.61,   0.24,   4.91,   4.21,   3.07,  -3.04,   2.26,  -3.33,   4.30,   5.86
193407,  -5.75, -24.35,  -0.93, -24.92, -20.50,  -9.68,  -8.47,  -1.95,  -5.28, -17.89, -16.88, -16.38, -18.32, -14.21, -14.42, -17.81, -10.81, -23.15,  -9.49, -17.38,  -4.35,  -2.26,  -7.39,  -4.09, -19.94, -16.95,  -8.14, -16.88, -15.29,  -6.38
193408,   3.97,  14.28,   2.95,  21.72,   3.99,   7.50,   1.69,  -4.22,   5.38,   5.35,  10.34,   8.78,  10.11,   7.17,   9.17,   2.64,   9.36,   8.53,   5.52,   0.86,   2.56, -38.57,   5.41,   4.98,   2.56,   9.75,   4.11,   8.21,   5.63,   6.06
193409,  -2.14,  -1.76,   1.89,   9.45,  -2.13,  -3.27,   0.61,   0.47,   0.63,   3.73,  -2.52,  -4.48,   2.32,  -1.37,   0.55,  -2.43,  -3.90,   3.57,  -2.67,   1.32,   0.04,   2.71,  -0.20,   1.42,   0.13,   0.47,   2.35,  -3.44,  -2.86,  -0.39
193410,  -1.35,   3.21,   2.68,  -5.02,  -2.15,   5.38,   2.61,  -0.77,   0.10,  -4.71,   2.76,  -6.19,   1.82,  -4.72,  -2.60,   1.43,  -6.73,  -0.52,  -4.83,  -7.78,  -1.69,  63.54,   5.87,   0.70,  -3.31,   7.51,   1.60,  -3.31,   1.77,   3.37
193411,   6.94,  20.09,   8.38,  13.60,  16.89,  11.56,   6.39,   2.84,   8.30,  15.68,  14.60,  12.94,  20.86,  15.52,  16.98,  21.01,  -1.56,   5.31,   6.28,  -1.50,  -1.73,   2.33,   9.81,   8.00,   5.39,  11.67,   9.09,  10.15,   8.70,  12.97
193412,  -0.84,   2.10,  -3.86,  -1.92,   1.52,   0.56,   2.38,   0.30,  -0.61,  -4.94,   0.48,   3.88,   8.08,   4.82,   3.52,   0.87,   1.45,   0.34,   0.56,  -9.05,  -2.64, -37.56,  -0.30,   4.28,  -0.67,   3.47,  -1.82,   3.22,   0.42,  -0.45
193501,  -0.68,  -9.09,  -2.32,  -7.48,  -4.08,   0.92,  -0.97,  -0.92,  -1.55,  -2.36,  -3.31,  -5.86,  -0.86,   2.32,  -9.25,  -3.27,  -5.75,  -7.66,  -4.39,  -3.37,  -0.46, -11.59,  -1.76,   0.02,  -7.74, -11.04,  -5.26,  -5.22,  -5.49,  -5.89
193502,   2.56,   1.72,  -0.04,  -4.73,  -3.11,   5.73,  -1.04,   3.05,  -0.40,  -5.35,  -4.22,  -6.82,   0.28,  -2.24,  -3.97,  -8.48,  -1.38,  -9.42,  -3.98, -13.29,   1.04,   7.49,   4.70,   5.82,  -7.60,  -2.34,  -1.01,  -3.04,  -1.66,  -3.35
193503,  -4.49,  -1.16,  -6.58,  -5.29,  -2.25,  -6.97,  -3.83,  -3.45,  -3.35, -10.53,  -7.27,  -4.35,  -7.22,  -6.66,  -6.38,  -8.64,   3.27, -11.75,  -3.75,  11.82,  -2.82,  -3.10,  -1.27,  -2.43,  -9.42,  -8.06,  -4.84,  -4.22,  -2.94,  -5.20
193504,   3.63,  -4.53,   8.98,   9.87,   9.99,   5.19,   4.57,   3.12,   8.56,   6.05,  10.61,  14.12,   9.11,   9.09,   5.32,  -0.78,   8.82,   8.10,  15.54,  10.95,   9.13,   1.52,  12.13,   3.24,   9.61,   2.58,   6.57,  -4.75,   6.18,   8.07
193505,  -0.08,  -1.62,   1.63,  12.59,   2.63,  -1.07,   1.97,  -5.20,   2.70,   1.46,   3.09,  -0.46,   2.45,   3.70,   2.04,   1.97,   3.42,  -7.23,   3.11,  12.75,   8.38,   7.72,   0.79,   2.66,   2.11,  -1.71,   2.15,   0.73,   5.65,   2.32
193506,   5.93,  10.61,   3.68,   8.76,   3.42,   3.01,   1.09,   3.76,   5.94,   7.31,   7.68,   2.67,  11.59,   8.58,  10.00,   7.25,  -1.31,   4.09,   1.35,   8.75,   3.53,  -0.01,   6.27,  10.42,   7.17,   0.96,   6.00,   3.88,   6.54,   4.55
193507,  -0.62,   1.24,   7.53,   3.73,   2.44,   7.24,   4.25,   3.13,   4.84,   9.64,  12.41,  19.65,  15.43,  13.99,  18.54,  15.03,   1.17,   6.64,  -0.03,   9.10,   5.74,   1.81,   1.82,   5.13,   8.54,  -1.19,   7.55,   2.66,   7.83,   4.42
193508,  -3.62,   9.71,  -0.56,  13.13,  -2.60,   1.18,  -1.08,  -0.87,   4.55,   0.81,   1.01,   6.46,   1.98,   4.64,   7.38,  -2.15,   4.26,   2.27,  -2.31,   6.46,   4.07,  15.04,   0.32,  -2.99,   0.92,  13.21,   2.57,   5.33,   5.66,  -0.17
193509,   0.25,   7.83,   0.89,   9.79,   1.18,   0.21,  -0.79,   0.88,   6.74,  14.84,   2.32,   3.92,   5.64,   7.93,  10.87,  -5.80,   0.11,  -0.60,  -3.56,  -2.33,   2.68,   0.23,   5.67,   2.50,   0.59,   3.29,  -0.95,   1.76,  -2.41,   4.15
193510,   5.66,  15.30,   1.55,   3.69,  13.16,  -0.09,   3.20,   5.91,   3.87,   6.95,  13.63,   5.62,   8.19,   8.06,  13.55,   7.14,  -1.40,  -4.49,  13.63,  13.89,   3.11,  73.47,   9.83,   3.71,  -0.90,   4.99,   1.05,   5.82,   7.88,   6.93
193511,   1.84,  -2.56,  -1.02,  14.27,  12.12,  -3.24,   1.84,   0.64,   1.66,   1.15,   5.21,   7.23,   4.64,   8.34,   2.25,  13.21,   8.19,  11.09,   2.00,   0.21,   9.72,   9.47,   0.49,   0.76,  14.37,  11.80,   1.90,  16.17,  12.70,   9.19
193512,   3.37,  -1.53,  -1.03,   1.35,   1.01,   4.63,   1.40,   2.14,   0.87,   3.27,   8.82,   4.26,   3.37,   4.01,   6.18,  12.07,   6.96,  -1.60,  14.16,   5.30,  -1.60,   0.23,   0.76,  -4.38,   2.79,   0.42,  -1.59,   0.17,   4.73,   0.73
193601,   3.07,  -7.27,   3.32,  13.35,   4.49,   1.55,   4.03,   3.40,   5.35,   8.79,   7.21,   6.65,   7.93,   7.41,   3.98,   9.00,   9.85,   8.06,  14.02,  12.44,   4.16,   1.29,   4.42,  -6.67,  14.87,   7.48,  -3.39,  18.38,   5.82,  -0.18
193602,   2.25,   9.13,  -3.95,   2.21,  -3.18,  -1.20,   4.27,   2.42,   2.62,   0.52,   5.39,  10.34,   6.38,  -0.99,   3.27,   7.30,   2.29,   8.98,   0.89,  -7.10,   6.57,   0.34,   3.03,  -0.38,   4.34,  -5.26,   0.39,   5.80,  -0.82,  -4.51
193603,  -1.77,  -0.86,  -4.71,  -5.67,   6.12,   2.97,  -2.20,   3.33,   2.62,   1.24,  -0.98,   1.59,   7.62,  -0.97,  10.21,  -0.88,  -4.41,  -6.41,   1.75,   0.40,  -4.55,  -7.28,   0.45,   0.77,  -3.07,  -0.95,   0.73,   3.44,  -2.67,   1.22
193604,  -4.85, -10.72,  -2.58, -11.88, -11.75, -11.07,  -5.94,  -9.24,  -6.61, -11.41, -11.49, -11.01, -10.74,  -9.51,  -9.92, -12.62,  -5.71, -13.45, -10.38,  -8.56,  -5.74,  -0.40,  -7.01,  -2.62,  -7.50, -12.12,  -5.11, -11.37,  -7.63,  -6.51
193605,   5.98,  -1.98,   4.13,  -1.50,  -0.24,  -2.05,   1.51,   3.73,   5.80,   2.75,   4.52,   6.39,   7.84,   6.76,   2.54,  12.06,   2.98,   2.75,  -1.26,   8.98,   6.46,   5.76,   1.81,   3.12,   6.43,   5.01,   6.13,   5.54,  13.03,  -0.14
193606,   2.34,  -5.28,   2.06,   3.42,  -4.61,   5.86,  -1.44,   1.09,   3.40,   0.12,  -0.16,  -1.30,   1.33,   0.41,   6.70,  -1.73,  -3.50,  -2.01,   1.71,   3.30,   1.11,  -3.68,   1.61,   0.32,   1.81,   3.02,   5.01,   0.73,   3.03,  -4.81
193607,   2.07,   6.20,   3.03,  13.31,   3.88,   1.11,   1.20,   4.63,   8.96,   7.76,   9.59,  10.40,   1.41,  14.32,   4.95,  10.82,   5.45,   8.31,   4.60,  11.50,   2.44, -26.52,   6.60,  -2.10,  12.06,   7.92,   5.94,   9.45,   6.63,  -0.95
193608,   0.77,   8.62,  -0.52,   8.01,   6.30,   1.88,  -1.97,  -2.02,  -1.89,   0.23,   1.25,   6.18,   0.78,   4.15,  -2.01,   3.33,   1.86,   5.03,  -1.22,  -1.62,   1.76,   2.94,  -1.97,  -2.83,   1.83,   0.43,   2.01,   1.87,   0.22,   0.18
193609,  -2.02,   1.02,  -1.40,   3.18,   0.65,   2.81,  -0.51,   0.26,   1.57,   5.34,  -0.91,   1.02,   3.28,  -2.81,   3.14,   6.06,  -3.30,   3.95,   1.26,  -2.26,  -0.94,  14.45,   1.04,   1.85,   0.64,   3.53,   2.32,   7.81,   1.80,   2.45
193610,   4.06,   2.25,   1.20,   7.44,   3.88,  11.61,   2.53,   3.74,   5.51,   8.18,   6.51,  12.51,   8.09,   6.48,   5.13,  -0.79,  22.88,  -0.36,  12.44,   5.54,   5.08,   1.68,   3.17,   2.90,   6.60,   6.65,  11.26,   4.90,   5.37,   2.24
193611,   3.55,   7.53,   2.34,  11.91,   0.85,   2.63,   3.43,   2.72,   4.15,  10.65,   8.04,   3.87,   5.14,   4.50,  -2.91,   6.56,   2.32,   4.07,   0.09,  -3.58,   3.87,   5.04,   5.05,   3.06,  -4.60,  15.81,  10.08,   8.12,   5.61,   5.99
193612,  -1.29,  -9.39,  -3.66,   3.52,  -1.20,   3.47,   0.20,  -3.79,  -2.58,  -2.10,   1.01,   4.09,   3.97,   2.96,  -7.60,   6.79,   1.23,  -0.48,   9.27,  -1.99,  -1.60,   0.81,   0.40,  -1.17,  -2.54,  -2.57,  -9.93,  -7.11,  -3.87,   4.07
193701,   1.96,   0.91,   2.61,   3.36,   1.59,  11.81,   0.39,   3.44,   1.61,   4.84,   7.82,   6.14,   4.29,  12.22,   7.25,   4.81,  -0.10,   2.30,   2.33,   2.48,  -0.85,   0.73,  -0.54,  -1.50,   1.06,   4.59,  -0.39,   0.86,  -0.30,   4.90
193702,   1.84,   6.48,  -2.41,   1.04,  -2.21,  -2.10,   1.61,  -4.25,  -0.95,  -1.60,  -3.18,  10.66,  -0.56,  -2.43,  -0.55,   0.07,  11.31,   0.17,   1.08,  -4.78,  -3.06,  10.97,   1.39,  -2.05,   5.67,  -4.01,   2.57,   4.68,  -0.37,   4.53
193703,   1.79,   3.59,  -7.42,   0.27,  -8.37,  -0.51,  -3.11,  -5.55,  -2.53,  -5.07,  -0.49,   5.52,  -0.80,  -5.36,  -3.20,  -4.50,   5.89,   5.96,   3.34,  -6.58,  -3.35,  -3.81,  -4.06,   3.20,   5.04,   3.80,  -3.12,  -5.30,  -4.14,  -2.55
193704,  -7.55,  -9.56,  -4.17,  -5.01, -11.17,  -2.76,  -3.40,  -3.35,  -4.73,  -8.57,  -9.91, -15.43,  -3.58,  -7.68,  -8.04, -11.18, -15.66, -10.39,  -5.32,  -7.70,  -5.25, -10.10,  -7.58,  -7.93,  -4.83, -10.40,  -7.42, -12.47,  -6.94,  -7.89
193705,  -0.59,  -0.57,  -0.62,  -0.80, -10.99,  -3.57,  -0.60,   0.70,   1.74,  -3.80,   0.82,   0.44,   0.82,  -1.11,  -3.47,  -1.53,  -2.17,  -1.98,  -1.08,  -5.97,   1.53,   0.31,   5.53,   0.68,  -4.08,  -0.98,  -5.08,   1.60,  -3.42,   0.50
193706,  -3.62,  -7.58,  -2.44,  -9.10, -12.81,  -4.48,  -7.21,  -4.69,  -3.39,  -6.86,  -7.91,  -2.67,  -3.72,  -1.11, -10.82,  -6.79,  -5.81, -10.32,  -2.70,  -5.65,   0.03,  -0.10,  -4.61,  -5.10, -11.94,   0.30,  -1.82,  -7.81,  -5.72,  -3.07
193707,   3.17,   7.35,   7.16,  14.42,   7.28,   7.99,   6.32,   4.09,   4.91,  10.04,  11.68,  12.73,   9.71,   9.58,  12.90,   6.51,   9.77,   2.56,   8.25,  19.16,   3.27,   0.31,   9.28,   9.11,   4.10,   7.41,  10.33,   5.57,  15.74,   3.04
193708,  -2.76,  -2.72,  -2.82,  -3.66,  -5.41,  -5.56,  -3.67,   0.54,  -3.15,  -4.97,  -5.27,  -6.01,  -4.59,  -6.64,  -3.93,  -6.84,  -4.14,  -0.54,  -7.06, -10.84,  -2.54,   1.89,  -0.36,  -2.74,  -7.13,  -4.35,  -4.80,  -4.46, -15.06,  -0.68
193709, -11.30, -11.96,  -4.52, -16.16, -21.76, -13.63, -10.75, -11.35,  -9.84, -21.15, -20.18, -25.23, -16.50, -16.37, -12.91, -24.24, -18.15, -17.33, -13.29, -12.09,  -3.43,  -7.13, -10.71, -11.29, -16.47, -20.26, -14.31, -15.59, -15.47, -17.92
193710,  -7.78, -10.56,  -4.41, -10.64, -15.77,  -7.88, -11.25,  -3.61, -12.05, -13.82, -14.24, -17.32, -17.24,  -7.04, -13.30, -11.52,   1.75, -12.87,  -7.01,  -5.25,  -5.36,  -5.43,  -8.05,  -7.03, -14.26,  -7.08,  -7.18,  -6.00,  -8.45,  -8.07
193711,  -6.45,  -4.33,  -5.60, -19.50, -13.55,  -8.43, -13.08,  -6.07, -10.56, -15.97,  -6.02,  -9.83, -14.30,  -4.05, -18.52,  -8.01,  -2.93, -11.08, -13.12,   1.94,  -3.59,  -1.91, -10.68, -11.81,  -8.56, -11.22, -15.38,  -8.68,  -9.19, -10.30
193712,  -3.01,  -9.37,  -1.82, -14.33, -13.33,  -6.04,  -5.00,  -3.26,   0.36, -11.34,  -9.28,  -2.87,  -5.74,  -3.74, -16.61,   8.59,  -2.67, -11.13,  -1.62, -11.38,  -3.05,  -2.38,  -0.57, -13.65,  -9.41, -17.72,  -7.75, -10.80,  -9.33, -13.80
193801,   3.70,  -2.18,  -0.07,   5.08,  11.09,   3.56,   7.41,   3.45,  -1.69,   8.88,  -6.72,  -0.93,  -3.07,  -3.57,  11.96,  -4.88,   7.94,   0.71,   0.39,  -5.95,  -2.44,   0.51,   0.09,   7.52,  -2.27,   5.32,   5.58,   0.65,  -0.95,  -0.19
193802,   3.75,   8.69,   0.81,   2.69,   2.78,   3.79,   2.07,   7.92,   7.57,   5.64,  11.86,   7.27,  11.24,   4.15,   3.24,   9.12,  -3.39,   1.73,   9.00,   2.65,  -2.32,   0.38,   4.30,   9.05,   6.90,   6.24,   8.79,   7.99,   6.67,   4.32
193803, -16.98, -25.17, -12.57, -32.31, -28.20, -21.63, -18.74, -15.09, -22.92, -26.60, -27.18, -30.45, -26.67, -31.39, -27.47, -29.14, -24.45, -32.56, -25.30, -20.08, -19.04,  -5.09, -21.33, -18.75, -35.25, -23.94, -22.50, -24.35, -26.29, -24.06
193804,  13.18,  11.05,   9.51,  23.06,  22.02,  17.27,  10.58,  11.76,   6.88,  12.11,  22.00,  16.16,  14.82,  17.16,  14.74,  26.49,  16.08,  15.86,  15.77,  14.53,  13.47,   2.39,  15.83,  11.46,  11.81,  11.85,  15.63,  15.85,  16.52,  14.97
193805,  -0.66,  -3.24,   0.83,  -7.57,  -3.52,  -1.85,  -5.79,   1.05,  -3.90,  -7.48,  -9.62, -10.90,  -9.69,  -3.59,  -7.54,  -7.11,  -4.12,  -8.58,  -6.77,   1.21,   0.83,  35.74,  -2.05,  -2.04,  -5.11,  -4.12,  -4.42,  -3.26,  -5.12,  -8.98
193806,  12.09,  17.26,  11.23,  29.76,  32.55,  14.02,  13.64,   9.41,  29.57,  36.73,  40.57,  40.99,  33.67,  30.55,  35.97,  24.58,  18.54,  27.83,  21.62,  16.31,  10.69,   4.27,  18.72,  20.96,  26.51,  27.03,  23.73,  16.15,  24.42,  32.12
193807,   4.37,  10.79,   7.20,   4.04,  10.25,   8.73,  12.77,   5.75,   6.08,  16.60,   8.28,   6.45,   5.05,   4.70,  20.37,   8.85,   9.46,  10.48,   7.20,   0.37,   1.28,  21.40,   8.19,   3.44,  11.58,   8.20,   8.84,  12.86,   8.29,  10.88
193808,  -5.13,  -5.88,  -2.82,   2.18,  -7.60,  -0.49,  -4.66,  -0.22,   0.09,  -7.34,   1.38,  -3.52,  -5.61,  -0.54,   5.35,  -6.44,  -2.20,  -5.25,  -9.24,  -6.31,   0.27,  -3.55,  -2.83,  -4.40,  -5.53,  -5.45,  -3.04,  -3.37,  -4.07,  -0.42
193809,  -0.62,  -1.06,   1.25,  -1.65,  -2.51,   0.61,   1.39,  -0.59,   2.40,  -1.44,   1.10,   1.99,   0.47,   1.86,   0.63,  -1.85,  -2.46,  -4.86,   0.71,   0.83,  -0.68,  -4.78,  -0.52,   0.20,  -2.04,  -0.01,  -0.14,  -2.16,  -0.84,   2.35
193810,   5.01,  15.58,   3.36,  13.47,   8.80,   8.76,   3.12,   5.58,   6.85,   9.46,   9.55,  14.01,   7.53,  12.17,   7.05,  24.90,   4.80,   8.30,  -1.75,  20.72,   3.56,   3.77,   5.25,   8.14,  14.20,   7.37,   7.92,   6.80,   8.87,   4.00
193811,  -3.41,   2.04,  -2.12,  -2.36,  -6.41,  -3.42,  -5.34,   0.89,  -0.82,  -6.12,  -4.56,  -1.36,  -4.88,  -6.14,  -2.74,   3.53,  -2.45,  -3.15,  -0.74,  -7.79,   0.63,  -6.10,  -0.62,  -5.21,  -2.58,   2.20,  -1.18,   1.12,  -1.50,   4.76
193812,   2.28,  -4.62,   2.69,  -1.39,  -1.43,   0.92,  -0.99,   0.31,   5.38,   1.85,   5.44,   4.47,   3.39,   2.52,   2.13,  13.81,   0.19,  -0.05,   4.58,   3.65,   1.07,  -5.11,   2.64,   4.93,  11.40,   7.93,   0.50,  -1.98,  -0.62,  10.32
193901,  -1.93,  -9.61,  -2.20, -12.33,  -6.48,  -1.98,   3.48,  -1.00,  -6.58,  -5.79, -11.02, -12.93,  -8.61,  -7.92,  -8.42, -11.31,  -4.97, -10.26,  -6.37,   0.83,   1.81,  -7.56,  -6.61,  -8.55, -11.14, -10.14,  -3.15,  -6.94,  -6.56, -11.11
193902,   3.52,   7.92,  -1.03,   3.54,   0.93,   2.22,   3.09,   3.18,   0.65,   2.23,   2.95,   4.33,   4.90,   3.76,   6.09,   4.01,  -2.43,   4.95,  -1.70,   8.08,   3.51,   4.04,   0.26,   0.96,   7.76,   0.50,   5.61,   5.60,   4.27,  -0.03
193903,  -5.94, -14.51,  -4.36, -22.03, -20.36,  -6.41,  -7.94,  -4.87,  -8.37, -15.18, -21.56, -21.41, -17.52, -18.30, -17.85, -24.25, -10.05, -18.67,  -8.39, -13.96,  -3.60, -15.48,  -9.04, -12.41, -18.15, -10.94,  -9.81, -15.18, -12.84, -18.75
193904,   1.39,  -2.81,  -1.13,   1.45,   4.43,   0.33,  -0.62,   0.96,  -1.74,  -1.72,  -1.14,  -2.96,  -1.05,  -0.57,   0.56,   3.35,  -0.18,  -1.03,  -1.20,   2.68,   2.75,   2.59,  -7.33,  -0.83,  -2.33,  -0.38,  -0.58,   1.00,  -3.29,  -1.53
193905,   5.93,   5.69,   3.31,  13.88,   8.95,   6.32,   2.62,   4.94,   5.80,   8.03,  11.05,   7.39,   8.81,   7.07,   6.59,   8.54,   1.52,   4.42,   1.85,   5.87,   5.55,   2.80,  10.71,   4.97,   9.27,   6.45,  11.19,   3.46,   8.92,   9.48
193906,  -3.60,  -5.02,  -0.21, -13.16,  -7.90,  -1.23,  -0.41,   0.56,  -2.98,  -4.96,  -9.57, -10.17,  -9.08,  -9.50,  -6.64, -10.81,  -5.31, -11.27,  -6.25,  -3.97,  -5.13,  -9.36,  -6.66,  -4.19, -10.08,   1.69,  -3.01,  -6.18,  -6.81, -10.28
193907,   6.77,   3.36,   3.40,  16.92,   9.41,   8.01,   7.72,   3.04,  10.39,  16.47,  13.51,  18.74,  11.19,  16.24,  17.11,  12.90,  10.72,  10.45,   2.75,  12.37,   6.51, -28.46,   9.51,   8.20,  13.20,   6.19,   8.64,   1.35,  10.69,  18.91
193908,  -7.85,  -9.92,  -7.19, -15.86, -14.11,  -5.86,  -7.30,  -5.94,  -2.87, -11.34, -12.24,  -8.95, -10.95,  -8.61,  -8.30, -12.10,  -6.94,  -6.01,  -4.41,  -6.67,  -4.21, -17.50,  -7.56,  -3.85, -11.38,  -9.77,  -7.89, -12.12,  -9.36,  -8.40
193909,   5.63,   3.53,  -3.16, -15.09,  23.76,   4.67,  24.17,   6.52,  16.84,  25.10,  11.63,  43.78,  34.67,  17.91,  24.32,  49.11,  13.17,  91.38,  24.84,   3.24,   0.99,   3.94,  -1.80,  25.13,  41.00,   4.31,   1.29,   1.43,  11.24,   0.66
193910,   2.36,   4.09,   5.38,  15.61,  -2.39,   2.63,  -3.70,   0.18,  -3.08,   0.92,   2.51,  -4.85,  -5.32,  -3.01,  -1.94,   3.25,   2.09, -10.19,  -3.98,   1.79,   3.05,   6.02,   4.48,  -3.68,  -4.54,   1.60,   5.72,   4.67,  -0.07,   3.18
193911,  -1.88,  -4.32,   0.85,  -8.96, -12.17,  -0.38,  -1.23,   0.72,  -3.74,  -6.48,  -5.75, -10.43,  -8.64,  -4.46,  -4.91, -11.81,  -4.78, -21.40,  -6.87,  -2.16,   0.95, -14.58,  -1.37,  -4.04,  -8.00,  -2.87,  -3.35,  -3.28,  -0.82,  -4.41
193912,   2.46,  -0.60,   4.27,   2.40,   3.40,   3.62,  -4.18,   3.02,   4.05,   1.83,   0.93,   1.57,   5.25,   4.26,   3.57,   6.12,  -1.94,  -1.21,  -0.39,   2.39,   1.54,  -5.66,   0.31,   5.46,   1.96,  -8.51,   2.30,  -2.14,   0.72,  -0.03
194001,   1.27,   0.72,   1.95,   1.11,   1.41,   2.36,   1.19,  -1.82,  -2.74,  -0.06,  -1.69,  -9.49,  -6.23,  -4.98,  -4.30,  -6.47,  -2.03,  -4.09,  -2.29,  -0.42,  -0.12,   7.04,  -2.35,  -1.08,  -4.71,  -3.00,  -1.21,   1.08,   0.24,   3.99
194002,   0.06,   2.18,   1.15,  -0.50,   1.13,   1.47,   0.94,   0.99,   2.16,  -1.12,  -2.51,   4.88,   0.48,  -0.22,   1.01,   1.87,  -0.64,   5.16,   0.28,  -1.90,   1.02,  16.17,  -1.89,   2.97,   1.03,   3.24,   1.81,   2.57,   0.41,   1.46
194003,   1.89,   4.38,   0.40,   0.36,   1.75,   0.20,  -2.67,   1.39,   2.10,   0.81,   0.87,   0.48,   2.95,   3.69,   3.35,   1.94,   1.16,   1.17,   1.67,   1.40,  -0.12,   5.80,  -0.95,  -0.87,   2.90,   4.98,   2.64,   6.11,   1.50,   2.41
194004,   1.51,  -1.65,   1.78,  -7.59,  -0.11,   0.14,   2.91,  -0.35,   0.70,  -2.14,  -1.03,   0.35,   0.13,  -2.27,  -0.81,  -0.34,  -1.42,   1.54,   0.03,  -1.80,   0.33,  -2.90,   0.29,   6.36,  -0.05,  -2.72,  -0.50,   0.80,  -0.94,  -0.75
194005, -22.21, -28.87, -18.36, -32.14, -30.38, -22.66, -20.71, -21.80, -19.85, -28.38, -29.56, -23.18, -24.43, -21.43, -27.62, -20.48, -21.39, -27.98, -25.51, -20.62, -14.16, -34.82, -19.65, -25.98, -24.54, -30.74, -24.79, -24.45, -26.34, -33.34
194006,   3.85,   4.25,   5.80,   5.23,   5.21,  11.06,   9.14,   4.27,   3.41,   6.55,   6.10,   3.58,   5.80,   4.79,   8.22,  -4.05,  -0.09,  13.83,   5.38,  16.86,   7.23,   2.04,  -4.28,   6.38,  11.92,  12.26,   8.63,   4.24,   4.83,   9.48
